attention,meditation,rawValue,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,poorSignal,blinkStrength
43,69,123,562336,62726,63659,22153,19168,7537,1196,264413,0,0
43,69,103,562336,62726,63659,22153,19168,7537,1196,264413,0,0
43,69,149,562336,62726,63659,22153,19168,7537,1196,264413,0,0
41,67,194,698550,61852,14325,16164,5333,2550,1163,61398,0,0
41,67,193,698550,61852,14325,16164,5333,2550,1163,61398,0,0
41,67,13,698550,61852,14325,16164,5333,2550,1163,61398,0,0
41,67,163,698550,61852,14325,16164,5333,2550,1163,61398,0,0
41,67,83,698550,61852,14325,16164,5333,2550,1163,61398,0,0
41,67,-37,698550,61852,14325,16164,5333,2550,1163,61398,0,0
41,67,-81,698550,61852,14325,16164,5333,2550,1163,61398,0,0
41,67,-29,698550,61852,14325,16164,5333,2550,1163,61398,0,0
50,77,138,33993,2544,3406,1171,394,830,98,16594,0,0
50,77,-59,33993,2544,3406,1171,394,830,98,16594,0,0
50,77,-29,33993,2544,3406,1171,394,830,98,16594,0,0
50,77,-57,33993,2544,3406,1171,394,830,98,16594,0,0
50,77,20,33993,2544,3406,1171,394,830,98,16594,0,0
50,77,-130,33993,2544,3406,1171,394,830,98,16594,0,0
50,77,135,33993,2544,3406,1171,394,830,98,16594,0,0
50,77,192,33993,2544,3406,1171,394,830,98,16594,0,0
44,77,-115,120502,282640,62936,6190,16431,16387,7360,256937,0,0
44,77,20,120502,282640,62936,6190,16431,16387,7360,256937,0,0
44,77,52,120502,282640,62936,6190,16431,16387,7360,256937,0,0
44,77,104,120502,282640,62936,6190,16431,16387,7360,256937,0,0
44,77,56,120502,282640,62936,6190,16431,16387,7360,256937,0,0
44,77,154,120502,282640,62936,6190,16431,16387,7360,256937,0,0
44,77,-51,120502,282640,62936,6190,16431,16387,7360,256937,0,0
44,77,-33,120502,282640,62936,6190,16431,16387,7360,256937,0,0
48,77,100,615655,80876,51022,33170,5420,10984,1522,260276,0,0
48,77,75,615655,80876,51022,33170,5420,10984,1522,260276,0,0
48,77,49,615655,80876,51022,33170,5420,10984,1522,260276,0,0
48,77,52,615655,80876,51022,33170,5420,10984,1522,260276,0,0
48,77,11,615655,80876,51022,33170,5420,10984,1522,260276,0,0
48,77,133,615655,80876,51022,33170,5420,10984,1522,260276,0,0
48,77,148,615655,80876,51022,33170,5420,10984,1522,260276,0,0
48,77,80,615655,80876,51022,33170,5420,10984,1522,260276,0,0
57,84,96,488141,25170,20565,8246,6254,3507,901,58549,0,0
57,84,118,488141,25170,20565,8246,6254,3507,901,58549,0,0
57,84,146,488141,25170,20565,8246,6254,3507,901,58549,0,0
57,84,115,488141,25170,20565,8246,6254,3507,901,58549,0,0
57,84,-4,488141,25170,20565,8246,6254,3507,901,58549,0,0
57,84,-27,488141,25170,20565,8246,6254,3507,901,58549,0,0
57,84,148,488141,25170,20565,8246,6254,3507,901,58549,0,0
57,84,-93,488141,25170,20565,8246,6254,3507,901,58549,0,0
53,70,137,1170904,402428,75316,110346,20643,41952,8537,979494,0,0
53,70,24,1170904,402428,75316,110346,20643,41952,8537,979494,0,0
53,70,177,1170904,402428,75316,110346,20643,41952,8537,979494,0,0
53,70,-49,1170904,402428,75316,110346,20643,41952,8537,979494,0,0
53,70,-67,1170904,402428,75316,110346,20643,41952,8537,979494,0,0
53,70,22,1170904,402428,75316,110346,20643,41952,8537,979494,0,0
53,70,-114,1170904,402428,75316,110346,20643,41952,8537,979494,0,0
53,70,73,1170904,402428,75316,110346,20643,41952,8537,979494,0,0
35,77,150,976235,761917,128059,150028,38718,13350,4886,938487,0,0
35,77,28,976235,761917,128059,150028,38718,13350,4886,938487,0,0
35,77,-76,976235,761917,128059,150028,38718,13350,4886,938487,0,0
35,77,182,976235,761917,128059,150028,38718,13350,4886,938487,0,0
35,77,64,976235,761917,128059,150028,38718,13350,4886,938487,0,0
35,77,114,976235,761917,128059,150028,38718,13350,4886,938487,0,0
35,77,-7,976235,761917,128059,150028,38718,13350,4886,938487,0,0
35,77,-61,976235,761917,128059,150028,38718,13350,4886,938487,0,0
29,74,154,1557897,118005,37219,63917,6422,8713,2674,253847,0,0
29,74,139,1557897,118005,37219,63917,6422,8713,2674,253847,0,0
29,74,-18,1557897,118005,37219,63917,6422,8713,2674,253847,0,0
29,74,-69,1557897,118005,37219,63917,6422,8713,2674,253847,0,0
29,74,-59,1557897,118005,37219,63917,6422,8713,2674,253847,0,0
29,74,7,1557897,118005,37219,63917,6422,8713,2674,253847,0,0
29,74,128,1557897,118005,37219,63917,6422,8713,2674,253847,0,0
29,74,-14,1557897,118005,37219,63917,6422,8713,2674,253847,0,0
17,54,-161,448923,456249,82624,18418,23205,14857,4518,219991,0,0
17,54,3,448923,456249,82624,18418,23205,14857,4518,219991,0,0
17,54,-56,448923,456249,82624,18418,23205,14857,4518,219991,0,0
17,54,55,448923,456249,82624,18418,23205,14857,4518,219991,0,0
17,54,168,448923,456249,82624,18418,23205,14857,4518,219991,0,0
17,54,134,448923,456249,82624,18418,23205,14857,4518,219991,0,0
17,54,75,448923,456249,82624,18418,23205,14857,4518,219991,0,0
17,54,107,448923,456249,82624,18418,23205,14857,4518,219991,0,0
13,53,131,1866987,208578,56909,20737,9660,13879,2352,237397,0,0
13,53,203,1866987,208578,56909,20737,9660,13879,2352,237397,0,0
13,53,71,1866987,208578,56909,20737,9660,13879,2352,237397,0,0
13,53,-35,1866987,208578,56909,20737,9660,13879,2352,237397,0,0
13,53,-34,1866987,208578,56909,20737,9660,13879,2352,237397,0,0
13,53,-52,1866987,208578,56909,20737,9660,13879,2352,237397,0,0
13,53,-55,1866987,208578,56909,20737,9660,13879,2352,237397,0,0
13,53,102,1866987,208578,56909,20737,9660,13879,2352,237397,0,0
29,54,-21,245143,31166,2603,14047,8187,2265,213,57561,0,0
29,54,-69,245143,31166,2603,14047,8187,2265,213,57561,0,0
29,54,-98,245143,31166,2603,14047,8187,2265,213,57561,0,0
29,54,-58,245143,31166,2603,14047,8187,2265,213,57561,0,0
29,54,-123,245143,31166,2603,14047,8187,2265,213,57561,0,0
29,54,-78,245143,31166,2603,14047,8187,2265,213,57561,0,0
29,54,71,245143,31166,2603,14047,8187,2265,213,57561,0,0
29,54,147,245143,31166,2603,14047,8187,2265,213,57561,0,0
47,57,24,408208,23091,7590,39562,15506,11558,1335,251014,0,0
47,57,-4,408208,23091,7590,39562,15506,11558,1335,251014,0,0
47,57,18,408208,23091,7590,39562,15506,11558,1335,251014,0,0
47,57,109,408208,23091,7590,39562,15506,11558,1335,251014,0,0
47,57,-78,408208,23091,7590,39562,15506,11558,1335,251014,0,0
47,57,91,408208,23091,7590,39562,15506,11558,1335,251014,0,0
47,57,50,408208,23091,7590,39562,15506,11558,1335,251014,0,0
47,57,13,408208,23091,7590,39562,15506,11558,1335,251014,0,0
66,77,-60,1178635,76424,71437,21547,11723,21271,2692,221146,0,0
66,77,-28,1178635,76424,71437,21547,11723,21271,2692,221146,0,0
66,77,-5,1178635,76424,71437,21547,11723,21271,2692,221146,0,0
66,77,97,1178635,76424,71437,21547,11723,21271,2692,221146,0,0
66,77,210,1178635,76424,71437,21547,11723,21271,2692,221146,0,0
66,77,44,1178635,76424,71437,21547,11723,21271,2692,221146,0,0
66,77,155,1178635,76424,71437,21547,11723,21271,2692,221146,0,0
66,77,120,1178635,76424,71437,21547,11723,21271,2692,221146,0,0
60,78,119,1787037,164511,43422,37391,20854,6550,2551,244300,0,0
60,78,108,1787037,164511,43422,37391,20854,6550,2551,244300,0,0
60,78,128,1787037,164511,43422,37391,20854,6550,2551,244300,0,0
60,78,113,1787037,164511,43422,37391,20854,6550,2551,244300,0,0
60,78,-21,1787037,164511,43422,37391,20854,6550,2551,244300,0,0
60,78,317,1787037,164511,43422,37391,20854,6550,2551,244300,0,0
60,78,-216,1787037,164511,43422,37391,20854,6550,2551,244300,0,0
60,78,-56,1787037,164511,43422,37391,20854,6550,2551,244300,0,0
47,67,-11,1384051,442859,50588,23923,23264,9864,3057,195190,0,0
47,67,-56,1384051,442859,50588,23923,23264,9864,3057,195190,0,0
47,67,-50,1384051,442859,50588,23923,23264,9864,3057,195190,0,0
47,67,-75,1384051,442859,50588,23923,23264,9864,3057,195190,0,0
47,67,50,1384051,442859,50588,23923,23264,9864,3057,195190,0,0
47,67,57,1384051,442859,50588,23923,23264,9864,3057,195190,0,0
47,67,36,1384051,442859,50588,23923,23264,9864,3057,195190,0,0
47,67,172,1384051,442859,50588,23923,23264,9864,3057,195190,0,0
24,44,6,112726,79272,7378,4172,3104,2402,632,50595,0,0
24,44,154,112726,79272,7378,4172,3104,2402,632,50595,0,0
24,44,195,112726,79272,7378,4172,3104,2402,632,50595,0,0
24,44,75,112726,79272,7378,4172,3104,2402,632,50595,0,0
24,44,172,112726,79272,7378,4172,3104,2402,632,50595,0,0
24,44,21,112726,79272,7378,4172,3104,2402,632,50595,0,0
24,44,8,112726,79272,7378,4172,3104,2402,632,50595,0,0
24,44,10,112726,79272,7378,4172,3104,2402,632,50595,0,0
1,23,72,2471896,1806433,280305,39758,265016,33189,15964,883485,0,0
1,23,-241,2471896,1806433,280305,39758,265016,33189,15964,883485,0,0
1,23,-24,2471896,1806433,280305,39758,265016,33189,15964,883485,0,0
1,23,2,2471896,1806433,280305,39758,265016,33189,15964,883485,0,0
1,23,87,2471896,1806433,280305,39758,265016,33189,15964,883485,0,0
1,23,65,2471896,1806433,280305,39758,265016,33189,15964,883485,0,0
1,23,150,2471896,1806433,280305,39758,265016,33189,15964,883485,0,0
1,23,96,2471896,1806433,280305,39758,265016,33189,15964,883485,0,0
14,8,-52,1067529,353272,2210,47626,13560,39790,3297,214921,0,0
14,8,-86,1067529,353272,2210,47626,13560,39790,3297,214921,0,0
14,8,-61,1067529,353272,2210,47626,13560,39790,3297,214921,0,0
14,8,26,1067529,353272,2210,47626,13560,39790,3297,214921,0,0
14,8,90,1067529,353272,2210,47626,13560,39790,3297,214921,0,0
14,8,-23,1067529,353272,2210,47626,13560,39790,3297,214921,0,0
14,8,-65,1067529,353272,2210,47626,13560,39790,3297,214921,0,0
14,8,-28,1067529,353272,2210,47626,13560,39790,3297,214921,0,0
29,27,161,1075206,53193,42744,18803,13827,7676,2752,224750,0,0
29,27,42,1075206,53193,42744,18803,13827,7676,2752,224750,0,0
29,27,90,1075206,53193,42744,18803,13827,7676,2752,224750,0,0
29,27,-286,1075206,53193,42744,18803,13827,7676,2752,224750,0,0
29,27,82,1075206,53193,42744,18803,13827,7676,2752,224750,0,0
29,27,205,1075206,53193,42744,18803,13827,7676,2752,224750,0,0
29,27,19,1075206,53193,42744,18803,13827,7676,2752,224750,0,0
29,27,133,1075206,53193,42744,18803,13827,7676,2752,224750,0,0
29,53,-72,458976,133616,158368,9138,17778,8958,2339,195697,0,0
29,53,37,458976,133616,158368,9138,17778,8958,2339,195697,0,0
29,53,-13,458976,133616,158368,9138,17778,8958,2339,195697,0,0
29,53,119,458976,133616,158368,9138,17778,8958,2339,195697,0,0
29,53,129,458976,133616,158368,9138,17778,8958,2339,195697,0,0
29,53,92,458976,133616,158368,9138,17778,8958,2339,195697,0,0
29,53,186,458976,133616,158368,9138,17778,8958,2339,195697,0,0
29,53,-25,458976,133616,158368,9138,17778,8958,2339,195697,0,0
29,53,-67,458976,133616,158368,9138,17778,8958,2339,195697,0,0
43,64,-27,793766,203413,69290,23402,18132,13715,1766,214374,0,0
43,64,-49,793766,203413,69290,23402,18132,13715,1766,214374,0,0
43,64,147,793766,203413,69290,23402,18132,13715,1766,214374,0,0
43,64,123,793766,203413,69290,23402,18132,13715,1766,214374,0,0
43,64,55,793766,203413,69290,23402,18132,13715,1766,214374,0,0
43,64,113,793766,203413,69290,23402,18132,13715,1766,214374,0,0
43,64,-12,793766,203413,69290,23402,18132,13715,1766,214374,0,0
29,64,122,3211055,651748,27492,64352,53280,23227,12205,813389,0,0
29,64,-65,3211055,651748,27492,64352,53280,23227,12205,813389,0,0
29,64,-11,3211055,651748,27492,64352,53280,23227,12205,813389,0,0
29,64,-66,3211055,651748,27492,64352,53280,23227,12205,813389,0,0
29,64,-67,3211055,651748,27492,64352,53280,23227,12205,813389,0,0
29,64,102,3211055,651748,27492,64352,53280,23227,12205,813389,0,0
29,64,208,3211055,651748,27492,64352,53280,23227,12205,813389,0,0
29,64,41,3211055,651748,27492,64352,53280,23227,12205,813389,0,0
16,34,48,771194,528497,20972,8195,11349,12449,1974,216924,0,0
16,34,173,771194,528497,20972,8195,11349,12449,1974,216924,0,0
16,34,18,771194,528497,20972,8195,11349,12449,1974,216924,0,0
16,34,165,771194,528497,20972,8195,11349,12449,1974,216924,0,0
16,34,76,771194,528497,20972,8195,11349,12449,1974,216924,0,0
16,34,200,771194,528497,20972,8195,11349,12449,1974,216924,0,0
16,34,113,771194,528497,20972,8195,11349,12449,1974,216924,0,0
16,34,17,771194,528497,20972,8195,11349,12449,1974,216924,0,0
23,24,134,1088413,109839,69796,18311,22951,8336,2027,204378,0,0
23,24,75,1088413,109839,69796,18311,22951,8336,2027,204378,0,0
23,24,134,1088413,109839,69796,18311,22951,8336,2027,204378,0,0
23,24,-69,1088413,109839,69796,18311,22951,8336,2027,204378,0,0
23,24,10,1088413,109839,69796,18311,22951,8336,2027,204378,0,0
23,24,-154,1088413,109839,69796,18311,22951,8336,2027,204378,0,0
23,24,-39,1088413,109839,69796,18311,22951,8336,2027,204378,0,0
23,24,11,1088413,109839,69796,18311,22951,8336,2027,204378,0,0
20,14,42,1268985,226991,13879,29790,17576,9527,1693,178985,0,0
20,14,-12,1268985,226991,13879,29790,17576,9527,1693,178985,0,0
20,14,-78,1268985,226991,13879,29790,17576,9527,1693,178985,0,0
20,14,-98,1268985,226991,13879,29790,17576,9527,1693,178985,0,0
20,14,-11,1268985,226991,13879,29790,17576,9527,1693,178985,0,0
20,14,-19,1268985,226991,13879,29790,17576,9527,1693,178985,0,0
20,14,172,1268985,226991,13879,29790,17576,9527,1693,178985,0,0
20,14,106,1268985,226991,13879,29790,17576,9527,1693,178985,0,0
13,34,57,276067,45575,17984,10414,2560,1490,513,48539,0,0
13,34,-54,276067,45575,17984,10414,2560,1490,513,48539,0,0
13,34,28,276067,45575,17984,10414,2560,1490,513,48539,0,0
13,34,-43,276067,45575,17984,10414,2560,1490,513,48539,0,0
13,34,-98,276067,45575,17984,10414,2560,1490,513,48539,0,0
13,34,-130,276067,45575,17984,10414,2560,1490,513,48539,0,0
13,34,146,276067,45575,17984,10414,2560,1490,513,48539,0,0
13,34,98,276067,45575,17984,10414,2560,1490,513,48539,0,0
24,61,-54,1376010,33935,20152,4561,2319,3422,718,48040,0,0
24,61,250,1376010,33935,20152,4561,2319,3422,718,48040,0,0
24,61,115,1376010,33935,20152,4561,2319,3422,718,48040,0,0
24,61,99,1376010,33935,20152,4561,2319,3422,718,48040,0,0
24,61,-34,1376010,33935,20152,4561,2319,3422,718,48040,0,0
24,61,18,1376010,33935,20152,4561,2319,3422,718,48040,0,0
24,61,-8,1376010,33935,20152,4561,2319,3422,718,48040,0,0
24,61,-18,1376010,33935,20152,4561,2319,3422,718,48040,0,0
35,63,17,2206297,55866,25707,24875,3996,10959,3284,206543,0,0
35,63,-6,2206297,55866,25707,24875,3996,10959,3284,206543,0,0
35,63,-116,2206297,55866,25707,24875,3996,10959,3284,206543,0,0
35,63,197,2206297,55866,25707,24875,3996,10959,3284,206543,0,0
35,63,274,2206297,55866,25707,24875,3996,10959,3284,206543,0,0
35,63,165,2206297,55866,25707,24875,3996,10959,3284,206543,0,0
35,63,152,2206297,55866,25707,24875,3996,10959,3284,206543,0,0
35,63,106,2206297,55866,25707,24875,3996,10959,3284,206543,0,0
60,74,133,118119,13680,5581,1803,3217,5628,586,49020,0,0
60,74,153,118119,13680,5581,1803,3217,5628,586,49020,0,0
60,74,177,118119,13680,5581,1803,3217,5628,586,49020,0,0
60,74,35,118119,13680,5581,1803,3217,5628,586,49020,0,0
60,74,103,118119,13680,5581,1803,3217,5628,586,49020,0,0
60,74,-60,118119,13680,5581,1803,3217,5628,586,49020,0,0
60,74,-83,118119,13680,5581,1803,3217,5628,586,49020,0,0
60,74,51,118119,13680,5581,1803,3217,5628,586,49020,0,0
66,60,4,614796,131967,15962,12560,9756,4984,1644,181508,0,0
66,60,22,614796,131967,15962,12560,9756,4984,1644,181508,0,0
66,60,34,614796,131967,15962,12560,9756,4984,1644,181508,0,0
66,60,-217,614796,131967,15962,12560,9756,4984,1644,181508,0,0
66,60,-76,614796,131967,15962,12560,9756,4984,1644,181508,0,0
66,60,13,614796,131967,15962,12560,9756,4984,1644,181508,0,0
66,60,-40,614796,131967,15962,12560,9756,4984,1644,181508,0,0
66,60,105,614796,131967,15962,12560,9756,4984,1644,181508,0,0
51,51,10,660448,263824,70022,15352,15353,5724,1685,196974,0,0
51,51,-98,660448,263824,70022,15352,15353,5724,1685,196974,0,0
51,51,34,660448,263824,70022,15352,15353,5724,1685,196974,0,0
51,51,-78,660448,263824,70022,15352,15353,5724,1685,196974,0,0
51,51,-193,660448,263824,70022,15352,15353,5724,1685,196974,0,0
51,51,120,660448,263824,70022,15352,15353,5724,1685,196974,0,0
51,51,144,660448,263824,70022,15352,15353,5724,1685,196974,0,0
51,51,39,660448,263824,70022,15352,15353,5724,1685,196974,0,0
63,56,84,1588263,266954,552280,85294,52373,214419,40508,1212680,0,0
63,56,-18,1588263,266954,552280,85294,52373,214419,40508,1212680,0,0
63,56,-157,1588263,266954,552280,85294,52373,214419,40508,1212680,0,0
63,56,50,1588263,266954,552280,85294,52373,214419,40508,1212680,0,0
63,56,-151,1588263,266954,552280,85294,52373,214419,40508,1212680,0,0
63,56,-90,1588263,266954,552280,85294,52373,214419,40508,1212680,0,0
63,56,-4,1588263,266954,552280,85294,52373,214419,40508,1212680,0,0
63,56,68,1588263,266954,552280,85294,52373,214419,40508,1212680,0,0
53,64,-108,1284508,933717,814895,95292,26464,214003,15249,2335315,0,0
